time_of_day,trains_online,trains_recuperating,post_treatment_status,ro0_status,ro1_status,ro2_status,product_m3_per_hr,onspec_permeate_m3_per_hr,offspec_permeate_m3_per_hr,ro_kw,grid_kw,energy_price
00:00,1.129,0.25806,0.41935,0.54839,0.54839,0.032258,142.7,142.7,47.923,592.1,828.21,0.1
00:15,1.129,0.064516,0.51613,0.54839,0.54839,0.032258,179.73,179.73,10.893,592.1,843.4,0.1
00:30,1.129,0.064516,0.51613,0.54839,0.54839,0.032258,179.73,179.73,10.893,592.1,843.4,0.1
00:45,1.129,0,0.54839,0.54839,0.54839,0.032258,190.62,190.62,0,592.1,847.86,0.1
01:00,1.129,0,0.54839,0.54839,0.54839,0.032258,190.62,190.62,0,592.1,847.86,0.1
01:15,1.1935,0.064516,0.54839,0.58065,0.58065,0.032258,190.62,190.62,10.893,625.94,881.7,0.1
01:30,1.1935,0.064516,0.54839,0.58065,0.58065,0.032258,190.62,190.62,10.893,625.94,881.7,0.1
01:45,1.3871,0.25806,0.54839,0.67742,0.67742,0.032258,190.62,190.62,43.57,727.44,983.2,0.1
02:00,1.3871,0.19355,0.58065,0.67742,0.67742,0.032258,201.51,201.51,32.678,727.44,987.67,0.1
02:15,1.5161,0.32258,0.58065,0.74194,0.74194,0.032258,201.51,201.51,54.463,795.11,1055.3,0.1
02:30,1.5161,0.12903,0.67742,0.74194,0.74194,0.032258,234.19,234.19,21.785,795.11,1068.7,0.1
02:45,1.6452,0.25806,0.67742,0.80645,0.80645,0.032258,234.19,234.19,43.57,862.78,1136.4,0.1
03:00,2.0323,0.51613,0.74194,1,1,0.032258,255.98,255.98,87.141,1065.8,1348.3,0.1
03:15,2.3871,0.51613,0.74194,1,1,0.3871,315.88,315.88,87.141,1251.9,1559,0.1
03:30,2.5161,0.3871,0.80645,1,1,0.51613,359.46,359.46,65.355,1319.5,1644.5,0.1
03:45,3,0,1,1,1,1,506.5,506.5,0,1573.3,1958.6,0.1
04:00,3,0,1,1,1,1,506.5,506.5,0,1573.3,1958.6,0.1
04:15,3,0,1,1,1,1,506.5,506.5,0,1573.3,1958.6,0.1
04:30,3,0,1,1,1,1,506.5,506.5,0,1573.3,1958.6,0.1
04:45,3,0,1,1,1,1,506.5,506.5,0,1573.3,1958.6,0.1
05:00,3,0,1,1,1,1,506.5,506.5,0,1573.3,1958.6,0.1
05:15,3,0,1,1,1,1,506.5,506.5,0,1573.3,1958.6,0.1
05:30,3,0,1,1,1,1,506.5,506.5,0,1573.3,1958.6,0.1
05:45,3,0,1,1,1,1,506.5,506.5,0,1573.3,1958.6,0.1
06:00,3,0,1,1,1,1,506.5,506.5,0,1573.3,1958.6,0.1
06:15,3,0,1,1,1,1,506.5,506.5,0,1573.3,1958.6,0.1
06:30,3,0,1,1,1,1,506.5,506.5,0,1573.3,1958.6,0.1
06:45,3,0,1,1,1,1,506.5,506.5,0,1573.3,1958.6,0.1
07:00,3,0,1,1,1,1,506.5,506.5,0,1573.3,1958.6,0.1
07:15,3,0,1,1,1,1,506.5,506.5,0,1573.3,1958.6,0.1
07:30,3,0,1,1,1,1,506.5,506.5,0,1573.3,1958.6,0.1
07:45,3,0,1,1,1,1,506.5,506.5,0,1573.3,1958.6,0.1
08:00,3,0,1,1,1,1,506.5,506.5,0,1573.3,1958.6,0.1
08:15,3,0,1,1,1,1,506.5,506.5,0,1573.3,1958.6,0.1
08:30,3,0,1,1,1,1,506.5,506.5,0,1573.3,1958.6,0.1
08:45,3,0,1,1,1,1,506.5,506.5,0,1573.3,1958.6,0.1
09:00,3,0,1,1,1,1,506.5,506.5,0,1573.3,1958.6,0.1
09:15,3,0,1,1,1,1,506.5,506.5,0,1573.3,1958.6,0.1
09:30,3,0,1,1,1,1,506.5,506.5,0,1573.3,1958.6,0.1
09:45,3,0,1,1,1,1,506.5,506.5,0,1573.3,1958.6,0.1
