time_of_day,trains_online,trains_recuperating,post_treatment_status,ro0_status,ro1_status,ro2_status,product_m3_per_hr,onspec_permeate_m3_per_hr,offspec_permeate_m3_per_hr,ro_kw,grid_kw,energy_price
00:00,1.129,0,0.54839,0.54839,0.54839,0.032258,190.62,190.62,0,592.1,847.86,0.1
00:15,1.129,0,0.54839,0.54839,0.54839,0.032258,190.62,190.62,0,592.1,847.86,0.1
00:30,1.129,0,0.54839,0.54839,0.54839,0.032258,190.62,190.62,0,592.1,847.86,0.1
00:45,2.0323,0.90323,0.54839,1,1,0.032258,190.62,190.62,152.5,1065.8,1321.5,0.1
01:00,2.0323,0.90323,0.54839,1,1,0.032258,190.62,190.62,152.5,1065.8,1321.5,0.1
01:15,2.0323,0.90323,0.54839,1,1,0.032258,190.62,190.62,152.5,1065.8,1321.5,0.1
01:30,3,0,1,1,1,1,506.51,506.51,0,1573.3,1958.6,0.1
01:45,3,0,1,1,1,1,506.51,506.51,0,1573.3,1958.6,0.1
02:00,3,0,1,1,1,1,506.51,506.51,0,1573.3,1958.6,0.1
02:15,3,0,1,1,1,1,506.51,506.51,0,1573.3,1958.6,0.1
02:30,3,0,1,1,1,1,506.51,506.51,0,1573.3,1958.6,0.1
02:45,3,0,1,1,1,1,506.51,506.51,0,1573.3,1958.6,0.1
03:00,3,0,1,1,1,1,506.51,506.51,0,1573.3,1958.6,0.1
03:15,3,0,1,1,1,1,506.51,506.51,0,1573.3,1958.6,0.1
03:30,3,0,1,1,1,1,506.51,506.51,0,1573.3,1958.6,0.1
03:45,3,0,1,1,1,1,506.51,506.51,0,1573.3,1958.6,0.1
04:00,3,0,1,1,1,1,506.51,506.51,0,1573.3,1958.6,0.1
04:15,3,0,1,1,1,1,506.51,506.51,0,1573.3,1958.6,0.1
04:30,3,0,1,1,1,1,506.51,506.51,0,1573.3,1958.6,0.1
04:45,3,0,1,1,1,1,506.51,506.51,0,1573.3,1958.6,0.1
05:00,3,0,1,1,1,1,506.51,506.51,0,1573.3,1958.6,0.1
